tipo_de_empresa,fundação_da_empresa,possui_mais_de_um_sócio,funcionários,meses_de_permanência,utiliza_serviços_financeiros,possuicontador,faz_conciliação_bancária,frequência_de_utilização_de_feature_do_sistema_módulo_financeiro,frequência_de_utilização_de_feature_do_sistema_emissão_de_nota_fiscal,frequência_de_utilização_de_feature_do_sistema_integração_bancária,frequência_de_utilização_de_feature_do_sistema_módulo_de_vendas,frequência_de_utilização_de_feature_do_sistema_relatórios,frequência_de_utilização_de_feature_do_sistema_utilização_de_apis_de_integração,contrato,emite_boletos,tipo_de_pagamento,receita_mensal,receita_total,churn
Micro empresa,2020,Não,até 5 funcionários,1,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,79.65,79.65,Sim
Micro empresa,2019,Não,até 5 funcionários,61,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Boleto - mês a mês,115.1,6993.65,Não
Micro empresa,2018,Sim,6 ou mais funcionários,71,Não,,automática,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Anual,0,Cartão de crédito - pagamento único,59.7,4122.65,Não
Micro empresa,2018,Sim,até 5 funcionários,68,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Trimestral,0,Cartão de crédito - mês a mês,86.45,5762.95,Não
Pequena empresa,2020,Não,até 5 funcionários,46,Não,,automática,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Trimestral,0,Cartão de crédito - mês a mês,33.7,1537.85,Não
Pequena empresa,2019,Não,até 5 funcionários,33,Sim,Sim,manual,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Trimestral,0,Cartão de crédito - pagamento único,80.1,2603.3,Não
Micro empresa,2017,Sim,6 ou mais funcionários,53,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Anual,1,Cartão de crédito - pagamento único,104.05,5566.4,Não
Micro empresa,2009,Sim,até 5 funcionários,50,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,0,Cartão de crédito - pagamento único,108.75,5431.9,Não
Micro empresa,2018,Não,até 5 funcionários,57,Não,,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Trimestral,1,Cartão de crédito - mês a mês,41.1,2258.25,Não
Micro empresa,2020,Sim,6 ou mais funcionários,54,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Cartão de crédito - pagamento único,20.35,1092.35,Não
Micro empresa,2011,Sim,até 5 funcionários,60,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,105.9,6401.25,Não
Micro empresa,2005,Sim,até 5 funcionários,28,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,1,Cartão de crédito - mês a mês,101.3,2812.2,Sim
Micro empresa,2016,Sim,6 ou mais funcionários,1,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Boleto - mês a mês,80.05,80.05,Sim
Pequena empresa,2021,Sim,6 ou mais funcionários,29,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,89.2,2698.35,Sim
Micro empresa,2021,Sim,6 ou mais funcionários,10,Sim,Não ,automática,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,65.5,616.9,Não
Pequena empresa,2021,Não,6 ou mais funcionários,43,Não,,automática,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,40.45,1912.85,Não
Pequena empresa,2013,Sim,até 5 funcionários,13,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,Cartão de crédito - pagamento único,70.45,849.1,Não
Micro empresa,2016,Sim,até 5 funcionários,43,Sim,Não ,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Boleto - pagamento único,78.8,3460.3,Não
Pequena empresa,2017,Sim,6 ou mais funcionários,19,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,83.65,1465.75,Sim
Pequena empresa,2017,Sim,6 ou mais funcionários,1,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,90.1,90.1,Não
Micro empresa,2016,Não,até 5 funcionários,69,Sim,Não ,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Cartão de crédito - mês a mês,82.45,5555.3,Não
Micro empresa,2020,Sim,até 5 funcionários,61,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,Cartão de crédito - mês a mês,20.25,1278.8,Não
Pequena empresa,2018,Sim,até 5 funcionários,43,Sim,Sim,automática,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,0,Cartão de crédito - pagamento único,66.25,2907.35,Não
Micro empresa,2019,Sim,até 5 funcionários,6,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,Cartão de crédito - pagamento único,19.5,146.3,Sim
Pequena empresa,2021,Não,até 5 funcionários,1,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,0,Boleto - mês a mês,51.25,51.25,Sim
Pequena empresa,2019,Sim,até 5 funcionários,56,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,0,Boleto - mês a mês,89.7,4952.95,Não
Micro empresa,2018,Sim,até 5 funcionários,70,Não,,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,Cartão de crédito - pagamento único,64.55,4504.9,Não
Pequena empresa,2016,Não,até 5 funcionários,1,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,45.6,45.6,Sim
Pequena empresa,2016,Sim,6 ou mais funcionários,49,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Trimestral,1,Boleto - pagamento único,93.65,4520.15,Não
Micro empresa,2021,Não,até 5 funcionários,6,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,1,Cartão de crédito - pagamento único,49.65,267.35,Sim
Micro empresa,2020,Sim,6 ou mais funcionários,32,Sim,Não ,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Anual,0,Boleto - mês a mês,73.6,2316.85,Não
Micro empresa,2002,Sim,até 5 funcionários,72,Sim,Sim,manual,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Boleto - mês a mês,109.75,8075.35,Não
Pequena empresa,2018,Não,6 ou mais funcionários,37,Sim,Não ,automática,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Anual,0,Cartão de crédito - mês a mês,61.45,2302.35,Não
Micro empresa,2018,Sim,até 5 funcionários,69,Sim,Não ,manual,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Cartão de crédito - mês a mês,106.4,7251.9,Não
Micro empresa,2021,Sim,até 5 funcionários,26,Sim,Não ,automática,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,0,Cartão de crédito - pagamento único,81.9,2078.55,Não
Micro empresa,2019,Sim,6 ou mais funcionários,58,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Cartão de crédito - mês a mês,105.2,6225.4,Não
Pequena empresa,2019,Não,até 5 funcionários,24,Sim,Sim,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Trimestral,0,Cartão de crédito - pagamento único,54.6,1242.25,Não
Pequena empresa,2019,Sim,6 ou mais funcionários,5,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,Boleto - pagamento único,20.55,99.45,Não
Pequena empresa,2018,Sim,6 ou mais funcionários,15,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,1,Boleto - pagamento único,20.0,288.05,Sim
Micro empresa,2020,Sim,6 ou mais funcionários,30,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,Boleto - mês a mês,19.7,599.25,Não
Micro empresa,2017,Sim,até 5 funcionários,55,Sim,Sim,automática,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Trimestral,1,Cartão de crédito - mês a mês,66.05,3462.1,Não
Micro empresa,2020,Sim,até 5 funcionários,25,Não,,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Cartão de crédito - pagamento único,34.0,853.0,Sim
Pequena empresa,2010,Sim,até 5 funcionários,10,Sim,Não ,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Mês-a-mês,1,Boleto - mês a mês,92.5,934.1,Sim
Pequena empresa,2017,Sim,6 ou mais funcionários,44,Não,,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Anual,1,Cartão de crédito - mês a mês,54.05,2375.2,Não
Micro empresa,2017,Não,até 5 funcionários,47,Sim,Não ,automática,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Trimestral,1,Boleto - mês a mês,58.9,2813.05,Não
Micro empresa,2017,Sim,6 ou mais funcionários,13,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,0,Boleto - pagamento único,88.35,1222.8,Sim
Micro empresa,2018,Sim,6 ou mais funcionários,49,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Cartão de crédito - pagamento único,107.95,5293.2,Sim
Micro empresa,2016,Sim,até 5 funcionários,64,Sim,Não ,manual,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Boleto - mês a mês,96.9,6314.35,Não
Pequena empresa,2019,Não,até 5 funcionários,1,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,Boleto - mês a mês,19.1,19.1,Não
Pequena empresa,2019,Não,até 5 funcionários,20,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,0,Boleto - mês a mês,50.0,1003.05,Não
Micro empresa,2021,Sim,até 5 funcionários,37,Não,,automática,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Anual,0,Boleto - pagamento único,45.4,1593.1,Não
Pequena empresa,2016,Sim,6 ou mais funcionários,30,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,0,Boleto - pagamento único,85.45,2509.95,Não
Micro empresa,2018,Não,até 5 funcionários,38,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,0,Cartão de crédito - pagamento único,84.1,3187.65,Não
Micro empresa,2001,Não,até 5 funcionários,1,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - mês a mês,74.45,74.45,Sim
Micro empresa,2019,Não,até 5 funcionários,37,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,64.75,2345.2,Sim
Micro empresa,2016,Sim,até 5 funcionários,52,Não,,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,Cartão de crédito - mês a mês,66.25,3330.1,Não
Pequena empresa,2020,Não,6 ou mais funcionários,71,Sim,Não ,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Anual,1,Cartão de crédito - mês a mês,76.9,5522.7,Não
Pequena empresa,2019,Não,até 5 funcionários,26,Sim,Não ,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,0,Boleto - pagamento único,89.8,2335.3,Sim
Pequena empresa,2016,Não,até 5 funcionários,66,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Anual,1,Cartão de crédito - mês a mês,74.6,4798.4,Não
Pequena empresa,2016,Sim,até 5 funcionários,72,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Cartão de crédito - mês a mês,116.95,8594.4,Não
Pequena empresa,2020,Não,6 ou mais funcionários,25,Não,,automática,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Trimestral,1,Cartão de crédito - mês a mês,40.65,970.55,Não
Pequena empresa,2020,Sim,6 ou mais funcionários,69,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Cartão de crédito - pagamento único,114.35,7665.8,Não
Pequena empresa,2018,Sim,6 ou mais funcionários,53,Sim,Sim,automática,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Anual,0,Cartão de crédito - pagamento único,69.7,3686.05,Não
Micro empresa,2019,Não,até 5 funcionários,12,Sim,Não ,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,0,Boleto - mês a mês,95.5,1115.15,Sim
Pequena empresa,2017,Não,até 5 funcionários,26,Sim,Não ,manual,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,98.65,2537.0,Não
Pequena empresa,2019,Não,até 5 funcionários,21,Sim,Não ,automática,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,0,Boleto - mês a mês,61.65,1393.6,Não
Micro empresa,2021,Não,6 ou mais funcionários,1,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,89.35,89.35,Não
Pequena empresa,2016,Não,até 5 funcionários,48,Sim,Sim,manual,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,95.4,4445.3,Não
Micro empresa,2016,Sim,até 5 funcionários,26,Não,,automática,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Trimestral,0,Cartão de crédito - mês a mês,35.4,978.6,Não
Pequena empresa,2021,Sim,até 5 funcionários,60,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,Boleto - mês a mês,19.95,1258.15,Não
Pequena empresa,2018,Não,até 5 funcionários,18,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,Boleto - mês a mês,19.25,331.35,Não
Micro empresa,2004,Não,até 5 funcionários,10,Não,,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,29.65,291.4,Sim
Pequena empresa,2018,Sim,6 ou mais funcionários,5,Sim,Sim,manual,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,84.5,453.75,Sim
Micro empresa,2019,Não,6 ou mais funcionários,4,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,1,Boleto - mês a mês,20.4,84.75,Não
Pequena empresa,2020,Sim,6 ou mais funcionários,65,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,Cartão de crédito - mês a mês,24.75,1715.1,Não
Pequena empresa,2018,Sim,6 ou mais funcionários,70,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,Boleto - mês a mês,25.35,1715.15,Não
Pequena empresa,2018,Não,até 5 funcionários,18,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Cartão de crédito - mês a mês,90.7,1597.25,Sim
Pequena empresa,2019,Não,6 ou mais funcionários,62,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,Cartão de crédito - pagamento único,20.0,1250.1,Não
Micro empresa,2020,Sim,6 ou mais funcionários,66,Sim,Não ,automática,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Anual,1,Boleto - pagamento único,59.75,3996.8,Não
Micro empresa,2020,Sim,6 ou mais funcionários,65,Sim,Sim,automática,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Anual,1,Cartão de crédito - pagamento único,82.5,5215.1,Não
Micro empresa,2001,Não,até 5 funcionários,3,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,70.3,235.5,Sim
Micro empresa,2018,Não,até 5 funcionários,34,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,Boleto - mês a mês,20.35,673.2,Não
Pequena empresa,2019,Sim,6 ou mais funcionários,16,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Cartão de crédito - pagamento único,90.8,1442.2,Não
Micro empresa,2019,Não,até 5 funcionários,54,Sim,Sim,manual,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Cartão de crédito - pagamento único,103.95,5639.05,Sim
Micro empresa,2006,Não,até 5 funcionários,50,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,104.95,5222.35,Não
Pequena empresa,2016,Sim,até 5 funcionários,71,Sim,Não ,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Boleto - pagamento único,105.25,7291.75,Não
Micro empresa,2018,Não,até 5 funcionários,10,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,74.75,799.65,Sim
Micro empresa,2020,Não,até 5 funcionários,1,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,50.8,50.8,Sim
Pequena empresa,2019,Não,até 5 funcionários,18,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,Boleto - mês a mês,23.75,424.5,Não
Pequena empresa,2017,Não,até 5 funcionários,4,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,61.3,249.4,Não
Micro empresa,2019,Sim,6 ou mais funcionários,58,Sim,Sim,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Anual,0,Boleto - mês a mês,75.8,4415.75,Não
Micro empresa,2016,Sim,até 5 funcionários,56,Sim,Sim,manual,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Boleto - pagamento único,98.0,5270.6,Não
Pequena empresa,2017,Não,até 5 funcionários,2,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,80.25,144.55,Sim
Pequena empresa,2019,Sim,até 5 funcionários,32,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,78.9,2447.95,Sim
Pequena empresa,2020,Sim,6 ou mais funcionários,56,Não,,automática,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Trimestral,1,Boleto - mês a mês,52.0,2884.9,Não
Pequena empresa,2018,Não,até 5 funcionários,36,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,84.75,3050.15,Sim
Micro empresa,2018,Não,até 5 funcionários,4,Sim,Sim,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Mês-a-mês,1,Boleto - mês a mês,64.4,253.0,Não
Pequena empresa,2020,Não,até 5 funcionários,53,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,0,Cartão de crédito - pagamento único,85.45,4517.25,Sim
Pequena empresa,2016,Não,até 5 funcionários,10,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Cartão de crédito - mês a mês,45.8,436.2,Não
Pequena empresa,2016,Não,até 5 funcionários,4,Não,,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,0,Boleto - pagamento único,30.5,118.4,Não
Pequena empresa,2016,Sim,6 ou mais funcionários,1,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,Boleto - mês a mês,19.9,19.9,Sim
Micro empresa,2020,Sim,até 5 funcionários,51,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,Boleto - mês a mês,69.15,3649.6,Não
Pequena empresa,2004,Não,até 5 funcionários,12,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,99.45,1200.15,Sim
Micro empresa,2018,Não,até 5 funcionários,6,Não,,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Boleto - mês a mês,49.25,255.6,Não
Pequena empresa,2017,Sim,6 ou mais funcionários,63,Não,,automática,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Anual,0,Cartão de crédito - pagamento único,39.35,2395.05,Não
