ID,Tipo de empresa,Fundação da empresa,Possui mais de um sócio,Funcionários,Meses de permanência ,Utiliza serviços financeiros,PossuiContador,Faz conciliação bancária,Frequência de utilização de feature do sistema: Módulo financeiro,Frequência de utilização de feature do sistema: Emissão de nota fiscal,Frequência de utilização de feature do sistema: Integração bancária,Frequência de utilização de feature do sistema: Módulo de vendas,Frequência de utilização de feature do sistema: Relatórios,Frequência de utilização de feature do sistema: Utilização de APIs de integração,Contrato,Emite boletos,Emite boletos,Tipo de pagamento,Receita mensal,Receita total,Churn
5760,Micro empresa,2019,Não,até 5 funcionários,1,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - mês a mês,"R$ 70,15","R$ 70,15",Sim
5761,Pequena empresa,2009,Sim,até 5 funcionários,16,Sim,Não ,manual,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 91,55","R$ 1.540,05",Não
5762,Micro empresa,2017,Sim,6 ou mais funcionários,48,Não,NaN,automática,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Anual,0,No,Boleto - mês a mês,"R$ 39,40","R$ 1.978,65",Não
5763,Pequena empresa,2002,Sim,até 5 funcionários,30,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,"R$ 105,70","R$ 3.181,80",Não
5764,Micro empresa,2019,Não,até 5 funcionários,3,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 70,25","R$ 229,70",Não
5765,Pequena empresa,2004,Não,até 5 funcionários,57,Sim,Sim,manual,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Anual,0,No,Boleto - pagamento único,"R$ 93,75","R$ 5.625,55",Não
5766,Micro empresa,2009,Sim,até 5 funcionários,68,Sim,Sim,manual,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Trimestral,1,Yes,Cartão de crédito - mês a mês,"R$ 96,55","R$ 6.581,90",Sim
5767,Micro empresa,2018,Sim,até 5 funcionários,23,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Trimestral,0,No,Cartão de crédito - pagamento único,"R$ 60,00","R$ 1.347,15",Não
5768,Micro empresa,2016,Sim,até 5 funcionários,65,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Anual,1,Yes,Cartão de crédito - mês a mês,"R$ 59,80","R$ 3.808,20",Não
5769,Pequena empresa,2019,Sim,até 5 funcionários,44,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Yes,Cartão de crédito - pagamento único,"R$ 90,65","R$ 3.974,15",Não
5770,Micro empresa,2019,Sim,6 ou mais funcionários,71,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - pagamento único,"R$ 109,00","R$ 7.661,80",Não
5771,Micro empresa,2017,Sim,até 5 funcionários,37,Sim,Sim,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Trimestral,0,No,Cartão de crédito - mês a mês,"R$ 68,10","R$ 2.479,25",Não
5772,Micro empresa,2016,Não,até 5 funcionários,12,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - mês a mês,"R$ 20,40","R$ 266,60",Não
5773,Pequena empresa,2017,Sim,6 ou mais funcionários,69,Sim,Sim,automática,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - pagamento único,"R$ 81,95","R$ 5.601,40",Não
5774,Micro empresa,2016,Não,até 5 funcionários,35,Sim,Não ,automática,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 60,55","R$ 1.982,60",Não
5775,Pequena empresa,2020,Não,até 5 funcionários,5,Sim,Não ,automática,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,"R$ 65,60","R$ 339,90",Não
5776,Pequena empresa,2020,Sim,6 ou mais funcionários,58,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Anual,0,No,Cartão de crédito - pagamento único,"R$ 82,50","R$ 4.828,05",Não
5777,Pequena empresa,2018,Sim,até 5 funcionários,72,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Anual,1,Yes,Cartão de crédito - pagamento único,"R$ 82,30","R$ 5.980,55",Não
5778,Pequena empresa,2019,Sim,até 5 funcionários,72,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Anual,0,No,Boleto - mês a mês,"R$ 68,15","R$ 4.808,70",Não
5779,Micro empresa,2020,Não,até 5 funcionários,1,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Cartão de crédito - mês a mês,"R$ 20,30","R$ 20,30",Não
5780,Micro empresa,2019,Não,até 5 funcionários,39,Sim,Não ,manual,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Trimestral,1,Yes,Boleto - pagamento único,"R$ 95,55","R$ 3.692,85",Sim
5781,Pequena empresa,2021,Sim,6 ou mais funcionários,53,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Cartão de crédito - mês a mês,"R$ 20,20","R$ 1.068,15",Não
5782,Micro empresa,2016,Não,até 5 funcionários,27,Sim,Não ,manual,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 89,20","R$ 2.383,60",Não
5783,Micro empresa,2003,Não,até 5 funcionários,1,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 69,65","R$ 69,65",Sim
5784,Micro empresa,2005,Não,até 5 funcionários,1,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 89,30","R$ 89,30",Sim
5785,Micro empresa,2019,Sim,até 5 funcionários,18,Sim,Não ,manual,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 74,80","R$ 1.438,05",Não
5786,Pequena empresa,2020,Sim,6 ou mais funcionários,46,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Yes,Boleto - mês a mês,"R$ 20,20","R$ 917,45",Não
5787,Micro empresa,2021,Sim,até 5 funcionários,72,Sim,Sim,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - mês a mês,"R$ 84,40","R$ 6.096,45",Não
5788,Micro empresa,2020,Não,até 5 funcionários,36,Sim,Não ,manual,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 87,55","R$ 3.078,10",Sim
5789,Micro empresa,2018,Sim,até 5 funcionários,4,Não,NaN,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 25,15","R$ 99,95",Não
5790,Micro empresa,2018,Não,até 5 funcionários,25,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - mês a mês,"R$ 19,80","R$ 475,20",Não
5791,Micro empresa,2020,Sim,6 ou mais funcionários,40,Não,NaN,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 50,85","R$ 2.036,55",Não
5792,Pequena empresa,2018,Sim,até 5 funcionários,63,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 102,40","R$ 6.444,05",Não
5793,Micro empresa,2009,Não,até 5 funcionários,15,Sim,Não ,manual,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Boleto - mês a mês,"R$ 96,30","R$ 1.426,75",Sim
5794,Pequena empresa,2016,Não,até 5 funcionários,14,Sim,Sim,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,"R$ 55,50","R$ 767,55",Não
5795,Pequena empresa,2008,Sim,até 5 funcionários,72,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - pagamento único,"R$ 109,75","R$ 7.932,50",Não
5796,Pequena empresa,2018,Não,até 5 funcionários,39,Sim,Sim,manual,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 106,40","R$ 4.040,65",Não
5797,Micro empresa,2019,Sim,6 ou mais funcionários,47,Não,NaN,automática,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - mês a mês,"R$ 60,00","R$ 2.768,65",Não
5798,Pequena empresa,2017,Sim,até 5 funcionários,19,Sim,Sim,manual,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,"R$ 88,80","R$ 1.672,35",Não
5799,Micro empresa,2021,Não,até 5 funcionários,5,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 85,20","R$ 474,80",Sim
5800,Micro empresa,2016,Não,até 5 funcionários,13,Não,NaN,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 35,10","R$ 446,10",Sim
5801,Micro empresa,2018,Não,até 5 funcionários,17,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Cartão de crédito - pagamento único,"R$ 80,05","R$ 1.345,65",Não
5802,Pequena empresa,2005,Sim,até 5 funcionários,34,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 75,55","R$ 2.425,40",Não
5803,Micro empresa,2017,Não,até 5 funcionários,42,Sim,Não ,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 49,55","R$ 2.077,95",Não
5804,Pequena empresa,2020,Sim,até 5 funcionários,5,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 81,30","R$ 416,30",Sim
5805,Micro empresa,2019,Sim,6 ou mais funcionários,71,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - mês a mês,"R$ 23,90","R$ 1.663,50",Não
5806,Pequena empresa,2009,Sim,até 5 funcionários,19,Sim,Não ,automática,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,0,No,Cartão de crédito - pagamento único,"R$ 66,40","R$ 1.286,05",Não
5807,Micro empresa,2020,Não,6 ou mais funcionários,2,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 19,60","R$ 35,85",Sim
5808,Pequena empresa,2016,Não,até 5 funcionários,57,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - mês a mês,"R$ 18,80","R$ 1.094,35",Não
5809,Pequena empresa,2017,Sim,até 5 funcionários,72,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Boleto - pagamento único,"R$ 108,40","R$ 7.719,50",Não
5810,Micro empresa,2021,Não,até 5 funcionários,6,Sim,Não ,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Boleto - mês a mês,"R$ 85,95","R$ 514,60",Não
5811,Micro empresa,2021,Sim,6 ou mais funcionários,17,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 85,45","R$ 1.451,60",Sim
5812,Pequena empresa,2018,Sim,até 5 funcionários,61,Sim,Sim,automática,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Anual,0,No,Cartão de crédito - pagamento único,"R$ 80,90","R$ 4.932,50",Não
5813,Pequena empresa,2019,Sim,6 ou mais funcionários,1,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 71,00","R$ 71,00",Sim
5814,Pequena empresa,2017,Sim,6 ou mais funcionários,48,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,No,Cartão de crédito - mês a mês,"R$ 111,80","R$ 5.443,65",Não
5815,Pequena empresa,2016,Não,até 5 funcionários,16,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,"R$ 20,60","R$ 330,25",Não
5816,Pequena empresa,2001,Não,até 5 funcionários,9,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 85,05","R$ 746,50",Sim
5817,Micro empresa,2020,Não,até 5 funcionários,3,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 44,60","R$ 122,70",Não
5818,Pequena empresa,2021,Não,6 ou mais funcionários,1,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 44,40","R$ 44,40",Sim
5819,Pequena empresa,2017,Não,até 5 funcionários,65,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Anual,0,No,Cartão de crédito - mês a mês,"R$ 105,10","R$ 6.631,85",Não
5820,Micro empresa,2017,Sim,6 ou mais funcionários,70,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - mês a mês,"R$ 115,15","R$ 8.250,00",Não
5821,Pequena empresa,2018,Sim,até 5 funcionários,60,Sim,Não ,automática,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Trimestral,1,Yes,Boleto - mês a mês,"R$ 59,80","R$ 3.561,15",Não
5822,Micro empresa,2016,Sim,até 5 funcionários,69,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,1,Yes,Boleto - pagamento único,"R$ 26,30","R$ 1.763,55",Não
5823,Micro empresa,2001,Não,até 5 funcionários,35,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 70,55","R$ 2.419,00",Não
5824,Micro empresa,2018,Não,até 5 funcionários,22,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,1,Yes,Boleto - mês a mês,"R$ 20,05","R$ 470,20",Não
5825,Pequena empresa,2018,Sim,6 ou mais funcionários,66,Sim,Sim,automática,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Anual,0,No,Cartão de crédito - pagamento único,"R$ 79,85","R$ 5.234,95",Não
5826,Pequena empresa,2014,Sim,até 5 funcionários,1,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 70,30","R$ 70,30",Sim
5827,Micro empresa,2019,Sim,até 5 funcionários,1,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,"R$ 79,35","R$ 79,35",Sim
5828,Pequena empresa,2016,Sim,6 ou mais funcionários,34,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,"R$ 90,05","R$ 3.097,00",Não
5829,Micro empresa,2021,Sim,6 ou mais funcionários,72,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - pagamento único,"R$ 24,45","R$ 1.709,10",Não
5830,Pequena empresa,2019,Sim,6 ou mais funcionários,31,Não,NaN,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Trimestral,0,No,Boleto - pagamento único,"R$ 59,95","R$ 1.848,80",Não
5831,Pequena empresa,2019,Não,6 ou mais funcionários,30,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Cartão de crédito - pagamento único,"R$ 25,35","R$ 723,30",Não
5832,Micro empresa,2020,Não,até 5 funcionários,9,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,"R$ 90,80","R$ 809,75",Sim
5833,Pequena empresa,2016,Sim,6 ou mais funcionários,20,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 70,45","R$ 1.470,95",Sim
5834,Pequena empresa,2008,Sim,até 5 funcionários,19,Não,NaN,automática,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,"R$ 34,30","R$ 577,15",Não
5835,Micro empresa,2020,Sim,até 5 funcionários,65,Sim,Sim,manual,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 105,05","R$ 6.914,95",Não
5836,Micro empresa,2018,Sim,6 ou mais funcionários,30,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Boleto - mês a mês,"R$ 19,30","R$ 602,90",Não
5837,Pequena empresa,2020,Não,até 5 funcionários,6,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Boleto - mês a mês,"R$ 19,15","R$ 124,40",Não
5838,Micro empresa,2018,Não,até 5 funcionários,2,Não,NaN,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 51,40","R$ 96,80",Não
5839,Pequena empresa,2016,Sim,6 ou mais funcionários,53,Sim,Sim,automática,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 71,85","R$ 3.827,90",Não
5840,Pequena empresa,2008,Sim,até 5 funcionários,7,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 75,40","R$ 533,05",Não
5841,Micro empresa,2018,Sim,6 ou mais funcionários,61,Sim,Não ,automática,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Trimestral,1,Yes,Cartão de crédito - pagamento único,"R$ 49,70","R$ 2.961,40",Não
5842,Pequena empresa,2006,Não,até 5 funcionários,70,Não,NaN,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Yes,Boleto - pagamento único,"R$ 45,25","R$ 3.264,45",Sim
5843,Micro empresa,2016,Não,até 5 funcionários,13,Sim,Sim,automática,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 78,75","R$ 995,35",Não
5844,Pequena empresa,2003,Sim,até 5 funcionários,35,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Trimestral,1,Yes,Cartão de crédito - pagamento único,"R$ 81,60","R$ 2.815,25",Não
5845,Micro empresa,2017,Sim,até 5 funcionários,2,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,"R$ 70,40","R$ 154,80",Não
5846,Micro empresa,2018,Não,até 5 funcionários,3,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 75,80","R$ 246,30",Sim
5847,Micro empresa,2021,Não,até 5 funcionários,3,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 76,10","R$ 257,60",Não
5848,Micro empresa,2021,Não,até 5 funcionários,62,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Yes,Cartão de crédito - pagamento único,"R$ 94,00","R$ 5.757,20",Não
5849,Pequena empresa,2020,Sim,6 ou mais funcionários,72,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Anual,0,No,Cartão de crédito - mês a mês,"R$ 103,95","R$ 7.517,70",Não
5850,Pequena empresa,2021,Sim,até 5 funcionários,63,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Yes,Cartão de crédito - pagamento único,"R$ 19,95","R$ 1.234,80",Não
5851,Pequena empresa,2003,Não,até 5 funcionários,20,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Cartão de crédito - mês a mês,"R$ 71,30","R$ 1.389,20",Sim
5852,Micro empresa,2001,Não,até 5 funcionários,35,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Yes,Cartão de crédito - pagamento único,"R$ 110,80","R$ 3.836,30",Não
5853,Pequena empresa,2004,Sim,até 5 funcionários,21,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 69,10","R$ 1.474,75",Sim
5854,Pequena empresa,2017,Sim,até 5 funcionários,62,Sim,Sim,manual,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Trimestral,0,No,Boleto - pagamento único,"R$ 96,10","R$ 6.001,45",Não
5855,Micro empresa,2017,Não,até 5 funcionários,15,Sim,Sim,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - mês a mês,"R$ 48,80","R$ 720,10",Não
5856,Micro empresa,2019,Não,até 5 funcionários,55,Sim,Não ,automática,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,"R$ 50,55","R$ 2.832,75",Não
5857,Micro empresa,2017,Não,até 5 funcionários,11,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - mês a mês,"R$ 44,65","R$ 472,25",Não
5858,Micro empresa,2016,Sim,6 ou mais funcionários,17,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 88,25","R$ 1.460,65",Sim
